id,name,lang,new stars
49609581,PowerShell/PowerShell,C#,41
17620347,dotnet/aspnetcore,C#,15
38380854,dnSpy/dnSpy,C#,13
69662720,mxgmn/WaveFunctionCollapse,C#,6
262395224,dotnet/maui,C#,11
29078997,dotnet/roslyn,C#,3
102904613,Unity-Technologies/ml-agents,C#,8
30474266,MaterialDesignInXAML/MaterialDesignInXamlToolkit,C#,6
16157746,dotnet/efcore,C#,5
28239455,dotnet/AspNetCore.Docs,C#,4
75990888,dotnet/csharplang,C#,5
135050219,TGSAN/CMWTAT_Digital_Edition,C#,27
46652227,IdentityServer/IdentityServer4,C#,2
1579990,MonoGame/MonoGame,C#,2
743436,egametang/ET,C#,2
26884725,OrchardCMS/OrchardCore,C#,1
778828,MassTransit/MassTransit,C#,5
32304121,domaindrivendev/Swashbuckle.AspNetCore,C#,4
16473585,SubtitleEdit/subtitleedit,C#,8
85242321,dotnet/MQTTnet,C#,4
80280403,oskardudycz/EventSourcing.NetCore,C#,9
170988906,testcontainers/testcontainers-dotnet,C#,5
255952484,dotnet/maui-samples,C#,3
173170791,dotnet/SqlClient,C#,1
63505193,edbmods/EdBPrepareCarefully,C#,1
