id,name,lang,new stars
63476337,TheAlgorithms/Python,Python,1059
1039520,ytdl-org/youtube-dl,Python,446
81598961,python/cpython,Python,146
32689863,3b1b/manim,Python,480
71220757,swisskyrepo/PayloadsAllTheThings,Python,783
101138315,d2l-ai/d2l-zh,Python,107
196284711,microsoft/cascadia-code,Python,129
89266735,facebookresearch/ParlAI,Python,405
122663163,pyodide/pyodide,Python,60
4165675,smicallef/spiderfoot,Python,104
86140645,Jack-Cherish/Machine-Learning,Python,434
266417772,pittcsc/Summer2022-Internships,Python,154
265122478,ManimCommunity/manim,Python,734
221723816,WZMIAOMIAO/deep-learning-for-image-processing,Python,117
365565979,CyberPunkMetalHead/Binance-volatility-trading-bot,Python,145
15730865,spack/spack,Python,23
204380779,PaddlePaddle/PaddleSeg,Python,376
253044228,projectdiscovery/nuclei-templates,Python,30
207044752,mai-lang-chai/Middleware-Vulnerability-detection,Python,89
352160885,jupyterlite/jupyterlite,Python,145
275118967,mikel-brostrom/Yolov5_DeepSort_Pytorch,Python,154
381498685,RosettaCommons/RoseTTAFold,Python,676
349321229,TencentARC/GFPGAN,Python,548
367993839,austinsonger/Incident-Playbook,Python,250
382756807,TechXueXi/TechXueXi,Python,25
