id,name,lang,new stars
10270250,facebook/react,JavaScript,484
126577260,trekhleb/javascript-algorithms,JavaScript,1568
70107786,vercel/next.js,JavaScript,668
486550,h5bp/html5-boilerplate,JavaScript,124
138839979,scutan90/DeepLearning-500-questions,JavaScript,298
147350463,leonardomso/33-js-concepts,JavaScript,515
43441403,strapi/strapi,JavaScript,808
37958358,naptha/tesseract.js,JavaScript,174
19745004,odoo/odoo,JavaScript,97
91253698,ccxt/ccxt,JavaScript,97
712530,fabricjs/fabric.js,JavaScript,80
62104779,SortableJS/Vue.Draggable,JavaScript,180
71487058,tannerlinsley/react-table,JavaScript,65
306977633,AMAI-GmbH/AI-Expert-Roadmap,JavaScript,104
38267641,trufflesuite/truffle,JavaScript,228
137389229,jonasschmedtmann/complete-javascript-course,JavaScript,60
178124673,qq281113270/vue,JavaScript,57
139662221,a597873885/webfunny_monitor,JavaScript,282
259354262,austintgriffith/scaffold-eth,JavaScript,112
391973138,alyssaxuu/mapus,JavaScript,287
291930234,testjavascript/nodejs-integration-tests-best-practices,JavaScript,272
328121260,timlrx/tailwind-nextjs-starter-blog,JavaScript,317
368390355,vaxilu/x-ui,JavaScript,194
366352205,zero205/JD_tencent_scf,JavaScript,91
389626024,MoonBegonia/ninja,JavaScript,258
