id,name,lang,new stars
13491895,EbookFoundation/free-programming-books,,270
63476337,TheAlgorithms/Python,Python,209
32484381,ripienaar/free-for-dev,HTML,168
88011908,tuvtran/project-based-learning,,56
95876775,elsewhencode/project-guidelines,JavaScript,180
102578345,coolsnowwolf/lede,C,22
130688011,meilisearch/MeiliSearch,Rust,420
40484398,discordjs/discord.js,JavaScript,16
172481928,londonappbrewery/Flutter-Course-Resources,,13
89822531,Anuken/Mindustry,Java,14
146619556,trekhleb/learn-python,Python,252
192892917,hediet/vscode-debug-visualizer,TypeScript,715
28944251,arwes/arwes,JavaScript,453
198878888,twbs/icons,JavaScript,53
76990209,Aircoookie/WLED,C++,7
211288349,android/compose-samples,Kotlin,145
279310322,iggredible/Learn-Vim,,346
131706958,jerry-git/learn-python3,Python,83
267649918,hoffstadt/DearPyGui,C++,412
278881384,kangvcar/InfoSpider,Python,189
283999274,intel-isl/OpenBot,Java,195
262361837,tightenco/takeout,PHP,74
288923752,google/objax,Python,86
289631960,Tarikul711/flutter-development-roadmap,,30
289845062,sushiswap/sushiswap,Solidity,14
