id,name,lang,new stars
21540759,avelino/awesome-go,Go,470
11180687,gohugoio/hugo,Go,450
14712850,syncthing/syncthing,Go,160
136815833,Dreamacro/clash,Go,218
31504491,labstack/echo,Go,397
234231371,gofiber/fiber,Go,362
107286889,schollz/croc,Go,116
122734569,iawia002/lux,Go,147
123572362,quii/learn-go-with-tests,Go,96
109145553,containers/podman,Go,190
75785240,authelia/authelia,Go,72
311315731,XTLS/Xray-core,Go,72
413918947,vercel/turborepo,Go,144
156681830,ffuf/ffuf,Go,51
40539602,99designs/aws-vault,Go,108
273871859,juanfont/headscale,Go,396
327859577,juicedata/juicefs,Go,382
147886080,crossplane/crossplane,Go,47
81497153,kubernetes-sigs/external-dns,Go,26
273132277,moonD4rk/HackBrowserData,Go,355
94779471,aquasecurity/kube-bench,Go,32
333303663,Bytebase/Bytebase,Go,173
440752086,coder/coder,Go,307
49970739,DataDog/datadog-agent,Go,13
484208174,acorn-io/acorn,Go,84
