id,name,lang,new stars
1863329,laravel/laravel,PHP,23
458058,symfony/symfony,PHP,6
2579314,fzaninotto/Faker,PHP,5
7548986,laravel/framework,PHP,14
13899674,thephpleague/flysystem,PHP,5
4344257,FriendsOfPHP/PHP-CS-Fixer,PHP,3
61490598,PHPOffice/PhpSpreadsheet,PHP,3
56728437,docker/labs,PHP,5
48796179,z-song/laravel-admin,PHP,2
2884111,magento/magento2,PHP,2
2699935,squizlabs/PHP_CodeSniffer,PHP,6
11340559,deployphp/deployer,PHP,4
3217621,phpmyadmin/phpmyadmin,PHP,11
41463886,codeigniter4/CodeIgniter4,PHP,5
47508644,pterodactyl/panel,PHP,10
12165811,php-curl-class/php-curl-class,PHP,5
96284790,prasathmani/tinyfilemanager,PHP,7
39182755,glpi-project/glpi,PHP,7
18628501,lexik/LexikJWTAuthenticationBundle,PHP,0
74026995,CodelyTV/php-ddd-example,PHP,2
131995661,shopware/platform,PHP,11
71485542,kevinpapst/kimai2,PHP,6
405968905,rezaamini-ir/migrator,PHP,2
448457498,osuuu/LightPicture,PHP,7
440053142,thecodeholic/laravel-vue-survey,PHP,7
