id,name,lang,new stars
49609581,PowerShell/PowerShell,C#,135
17620347,dotnet/aspnetcore,C#,83
199570071,2dust/v2rayN,C#,269
164140756,files-community/Files,C#,188
198071756,huiyadanli/RevokeMsgPatcher,C#,148
161012019,jellyfin/jellyfin,C#,87
14964475,AvaloniaUI/Avalonia,C#,102
22456440,ppy/osu,C#,138
411493648,veler/DevToys,C#,291
201188122,rocksdanister/lively,C#,194
321682465,BeyondDimension/SteamTools,C#,253
61403402,CommunityToolkit/WindowsCommunityToolkit,C#,23
286490065,UnityTechnologies/open-project-1,C#,36
372096057,Richasy/Bili.Uwp,C#,201
224109382,ant-design-blazor/ant-design-blazor,C#,27
16473585,SubtitleEdit/subtitleedit,C#,30
400501136,deepmind/mujoco,C#,37
117102183,ChilliCream/hotchocolate,C#,24
187499284,Cysharp/UniTask,C#,35
107134451,dbrizov/NaughtyAttributes,C#,48
119571446,dotnet/samples,C#,18
103370157,hellzerg/optimizer,C#,225
283168306,robvdpol/RaceControl,C#,49
457033886,ly4k/SpoolFool,C#,29
464498665,vawser/Yapped-Rune-Bear,C#,21
