id,name,lang,new stars
63484632,facebookresearch/fastText,HTML,1
75867720,wesbos/JavaScript30,HTML,19
53131903,librespeed/speedtest,HTML,4
246128823,gustavoguanabara/html-css,HTML,23
53416555,mdn/learning-area,HTML,6
3618133,web-platform-tests/wpt,HTML,1
31028375,DefectDojo/django-DefectDojo,HTML,2
56346088,grassmunk/Chicago95,HTML,0
62722937,tencentyun/qcloud-documents,HTML,2
167823503,yangkun19921001/Blog,HTML,5
10009991,rdkit/rdkit,HTML,2
279536264,VladislavEremeev/QA_bible,HTML,2
51091201,cypress-io/cypress-example-kitchensink,HTML,0
369338804,fireship-io/threejs-scroll-animation-demo,HTML,1
330104569,ThatOneCalculator/DiscordRPCMaker,HTML,6
14218827,GoogleChrome/developer.chrome.com,HTML,3
104590247,ionic-team/ionic-docs,HTML,1
66317561,ros-planning/moveit_tutorials,HTML,1
459804022,crazy0x70/dingtalk-RCE,HTML,9
442646008,merlinmann/wisdom,HTML,3
417679725,Alpha-Yang/CS-BAOYAN-2022,HTML,2
105712642,MicrosoftDocs/msteams-docs,HTML,2
430139802,kay-is/web3-from-zero,HTML,10
406706766,Tinkoff/investAPI,HTML,2
458934459,rladiesPHL/2022_datathon,HTML,0
