id,name,lang,new stars
132464395,Snailclimb/JavaGuide,Java,295
267775629,geekxh/hello-algorithm,Java,154
159152904,jeecgboot/jeecg-boot,Java,132
7587038,alibaba/canal,Java,112
137451403,alibaba/nacos,Java,96
13862381,DrKLO/Telegram,Java,87
128018428,alibaba/Sentinel,Java,61
41889031,TeamNewPipe/NewPipe,Java,260
89822531,Anuken/Mindustry,Java,297
163721192,zhisheng17/flink-learning,Java,51
77993578,LuckSiege/PictureSelector,Java,30
44804216,termux/termux-app,Java,151
184611677,YunaiV/onemall,Java,33
250512612,ssssssss-team/spider-flow,Java,1161
335164964,dataease/dataease,Java,192
283211901,yuliskov/SmartTubeNext,Java,134
99919302,apache/incubator-doris,Java,114
432886173,ja-netfilter/ja-netfilter,Java,527
99412308,apache/incubator-seatunnel,Java,149
332357698,YunaiV/ruoyi-vue-pro,Java,56
281866198,lyrric/seckill,Java,143
210029529,apache/maven-mvnd,Java,425
156627365,itwanger/toBeBetterJavaer,Java,170
440580214,cisagov/log4j-scanner,Java,382
392529477,gz-yami/mall4cloud,Java,109
