id,name,lang,new stars
65252,jekyll/jekyll,Ruby,14
7569578,discourse/discourse,Ruby,7
27442967,fastlane/fastlane,Ruby,9
8681349,huginn/huginn,Ruby,3
52281283,tootsuite/mastodon,Ruby,6
2293158,rapid7/metasploit-framework,Ruby,14
2500088,gitlabhq/gitlabhq,Ruby,3
538746,ruby/ruby,Ruby,7
73648678,forem/forem,Ruby,4
911765,diaspora/diaspora,Ruby,0
106995,sinatra/sinatra,Ruby,2
1918677,fluent/fluentd,Ruby,4
52855516,Homebrew/homebrew-core,Ruby,7
33739333,thoughtbot/administrate,Ruby,3
16994115,CanCanCommunity/cancancan,Ruby,1
69193081,freeCodeCamp/how-to-contribute-to-open-source,Ruby,3
244452551,alexeygrigorev/data-science-interviews,Ruby,1
38867,svenfuchs/rails-i18n,Ruby,0
4523235,asciidoctor/asciidoctor,Ruby,1
194554883,noraj/OSCP-Exam-Report-Template-Markdown,Ruby,3
34840276,elastic/ansible-elasticsearch,Ruby,1
56942570,Homebrew/linuxbrew-core,Ruby,1
188165412,tobymao/18xx,Ruby,0
339196074,palkan/faqueue,Ruby,1
328496246,learn-co-curriculum/phase-0-html-experiencing-html-lab,Ruby,0
