id,name,lang,new stars
49609581,PowerShell/PowerShell,C#,809
17620347,dotnet/aspnetcore,C#,489
70104825,dotnet-architecture/eShopOnContainers,C#,363
69662720,mxgmn/WaveFunctionCollapse,C#,868
64713769,NickeManarin/ScreenToGif,C#,330
262395224,dotnet/maui,C#,425
161012019,jellyfin/jellyfin,C#,606
959908,OpenRA/OpenRA,C#,671
165548191,carlospolop/PEASS-ng,C#,308
64753043,Perfare/AssetStudio,C#,241
245235133,microsoft/reverse-proxy,C#,218
288428676,MudBlazor/MudBlazor,C#,264
326826023,QuestPDF/QuestPDF,C#,515
150035938,GhostPack/Rubeus,C#,106
389218073,lepoco/wpfui,C#,326
462682958,SebLague/Geographical-Adventures,C#,1563
235046065,JavScraper/Emby.Plugins.JavScraper,C#,122
116385203,Unity-Technologies/com.unity.netcode.gameobjects,C#,68
99942769,LibreHardwareMonitor/LibreHardwareMonitor,C#,151
331187187,DGP-Studio/Snap.Genshin,C#,176
426700184,microsoft/dotnet-podcasts,C#,212
307848141,Unity-Technologies/com.unity.multiplayer.samples.coop,C#,78
27212980,stakira/OpenUtau,C#,70
464654186,dotnet-presentations/dotnet-maui-workshop,C#,179
346786715,MoralisWeb3/youtube-tutorials,C#,74
