id,name,lang,new stars
10744183,netdata/netdata,C,1428
156018,redis/redis,C,560
7634677,openssl/openssl,C,268
102578345,coolsnowwolf/lede,C,528
4869294,radareorg/radare2,C,246
29759715,facebook/zstd,C,505
5254557,cloudwu/skynet,C,240
45821540,openwrt/openwrt,C,251
3299208,videolan/vlc,C,154
70127218,espressif/arduino-esp32,C,273
179354282,acidanthera/OpenCorePkg,C,499
65899476,espressif/esp-idf,C,174
2328181,freebsd/freebsd-src,C,129
13836499,raysan5/raylib,C,652
35129809,transmission/transmission,C,136
3791835,darktable-org/darktable,C,460
50824485,processhacker/processhacker,C,169
211381291,ExistentialAudio/BlackHole,C,259
5805256,lua/lua,C,104
59676171,KevinOConnor/klipper,C,108
254327261,sandboxie-plus/Sandboxie,C,361
282790925,badafans/better-cloudflare-ip,C,382
259858821,peng-zhihui/Project-Quantum,C,171
211756905,MarlinFirmware/Configurations,C,81
197141607,bigtreetech/BIGTREETECH-TouchScreenFirmware,C,50
