id,name,lang,new stars
20929025,microsoft/TypeScript,TypeScript,1190
24195339,angular/angular,TypeScript,851
34526884,ant-design/ant-design,TypeScript,822
214587193,supabase/supabase,TypeScript,1487
77213120,Eugeny/tabby,TypeScript,1497
231283452,excalidraw/excalidraw,TypeScript,1664
79162682,laurent22/joplin,TypeScript,600
281975310,type-challenges/type-challenges,TypeScript,2164
36891867,angular/angular-cli,TypeScript,154
45055693,balena-io/etcher,TypeScript,302
49016322,angular/components,TypeScript,146
157166750,lensapp/lens,TypeScript,314
495836457,t3-oss/create-t3-app,TypeScript,2533
348822769,nuxt/framework,TypeScript,1002
464827989,apihero-run/jsonhero-web,TypeScript,1144
331293626,refinedev/refine,TypeScript,1855
553759919,shadcn/taxonomy,TypeScript,2316
539727112,lidangzzz/How-to-run,TypeScript,1305
352861350,solidjs/solid-start,TypeScript,1069
482719022,illacloud/illa-builder,TypeScript,1879
465844859,containers/podman-desktop,TypeScript,1066
551312158,hellof2e/quark-design,TypeScript,1250
527335176,t3-oss/create-t3-turbo,TypeScript,503
535802363,starkscan/starkscan-verifier,TypeScript,703
511970027,vercel/app-playground,TypeScript,307
