id,name,lang,new stars
2325298,torvalds/linux,C,114
18666758,pjreddie/darknet,C,7
196353673,taosdata/TDengine,C,8
34921116,iovisor/bcc,C,14
32873313,systemd/systemd,C,7
179354282,acidanthera/OpenCorePkg,C,13
65899476,espressif/esp-idf,C,4
5414488,cesanta/mongoose,C,7
272457606,jart/cosmopolitan,C,23
3791835,darktable-org/darktable,C,11
105944401,yugabyte/yugabyte-db,C,6
16734696,meetecho/janus-gateway,C,5
53614190,eclipse/mosquitto,C,3
7037996,VirusTotal/yara,C,5
59676171,Klipper3d/klipper,C,5
469303019,ehids/ecapture,C,7
2359378,madler/zlib,C,3
349490770,FASTSHIFT/X-TRACK,C,7
284134871,flipperdevices/flipperzero-firmware,C,5
421918747,h3xduck/TripleCross,C,120
51990771,ARM-software/CMSIS_5,C,1
53432472,Azure/sonic-buildimage,C,0
510227236,9bie/sshdHooker,C,17
280087114,IOTEROP/IOWA,C,61
429038255,crisprss/PetitPotam,C,10
