id,name,lang,new stars
100060912,microsoft/terminal,C++,1301
1181927,bitcoin/bitcoin,C++,1630
22067521,ocornut/imgui,C++,1256
39840932,google/googletest,C++,670
13862381,DrKLO/Telegram,C++,627
63477612,TheAlgorithms/C-Plus-Plus,C++,1432
47690142,CoatiSoftware/Sourcetrail,C++,698
90902132,flameshot-org/flameshot,C++,1855
160083795,SerenityOS/serenity,C++,979
104231541,abseil/abseil-cpp,C++,144
51905353,apache/arrow,C++,326
204593825,microsoft/STL,C++,144
7550637,xenia-project/xenia,C++,152
14981376,dogecoin/dogecoin,C++,1737
89067146,ethereum-mining/ethminer,C++,352
88327406,xmrig/xmrig,C++,241
319991441,FlaxEngine/FlaxEngine,C++,917
147106288,OneLoneCoder/olcPixelGameEngine,C++,107
309512982,vectorizedio/redpanda,C++,303
79160357,citizenfx/fivem,C++,70
10599951,emilybache/GildedRose-Refactoring-Kata,C++,53
237647258,meshtastic/Meshtastic-device,C++,193
293583556,tomlooman/ActionRoguelike,C++,810
244694174,project-chip/connectedhomeip,C++,79
321543928,Rubberduckycooly/Sonic-1-2-2013-Decompilation,C++,429
