id,name,lang,new stars
4578002,faif/python-patterns,Python,214
157616880,iptv-org/iptv,JavaScript,1495
79162682,laurent22/joplin,JavaScript,383
148736243,qiurunze123/miaosha,Java,160
77213120,Eugeny/terminus,TypeScript,188
121291758,Pierian-Data/Complete-Python-3-Bootcamp,Jupyter Notebook,265
1217614,xbmc/xbmc,C++,426
120227732,fyne-io/fyne,Go,173
97533102,halfrost/LeetCode-Go,Go,955
311525798,microsoft/Web-Dev-For-Beginners,JavaScript,3960
2200856,MarlinFirmware/Marlin,C++,307
119160553,photoprism/photoprism,Go,983
300592907,mxrch/GHunt,Python,1689
320470732,huanghyw/jd_seckill,Python,7619
160083795,SerenityOS/serenity,C++,133
153099672,inancgumus/learngo,Go,1214
28653585,MiCode/Xiaomi_Kernel_OpenSource,,225
13836499,raysan5/raylib,C,550
19316619,monero-project/monero,C++,195
91629816,freqtrade/freqtrade,Python,580
97431281,pythonstock/stock,Python,204
128479644,esphome/esphome,C++,350
265579053,fuzhengwei/itstack-demo-design,Java,452
323966500,facebookresearch/deit,Python,521
290131173,Basis-Cash/basiscash-protocol,Solidity,72
