id,name,lang,new stars
7548986,laravel/framework,PHP,71
458058,symfony/symfony,PHP,33
2253830,PHPMailer/PHPMailer,PHP,27
448045,sebastianbergmann/phpunit,PHP,20
1548202,matomo-org/matomo,PHP,39
13899674,thephpleague/flysystem,PHP,11
7769432,vlucas/phpdotenv,PHP,21
61490598,PHPOffice/PhpSpreadsheet,PHP,25
597887,doctrine/orm,PHP,10
2179920,woocommerce/woocommerce,PHP,14
2717549,Sylius/Sylius,PHP,13
14716368,invoiceninja/invoiceninja,PHP,17
222873550,crater-invoice/crater,PHP,23
3217621,phpmyadmin/phpmyadmin,PHP,8
74386167,vimeo/psalm,PHP,15
148129143,bagisto/bagisto,PHP,39
248372441,filamentphp/filament,PHP,73
47508644,pterodactyl/panel,PHP,29
141720301,dr5hn/countries-states-cities-database,PHP,36
1957456,Dolibarr/dolibarr,PHP,21
2686502,pimcore/pimcore,PHP,10
74026995,CodelyTV/php-ddd-example,PHP,18
131995661,shopware/platform,PHP,13
307018731,DenverCoder1/github-readme-streak-stats,PHP,37
459095253,JulianPrieber/littlelink-custom,PHP,59
