id,name,lang,new stars
1039520,ytdl-org/youtube-dl,Python,1661
26066727,mermaid-js/mermaid,JavaScript,1692
527591471,AUTOMATIC1111/stable-diffusion-webui,Python,14992
523379232,CompVis/stable-diffusion,Jupyter Notebook,4439
307260205,yt-dlp/yt-dlp,Python,3511
574523116,f/awesome-chatgpt-prompts,HTML,16705
169677297,vlang/v,V,1788
222751131,Asabeneh/30-Days-Of-Python,Python,3301
11481338,zloirock/core-js,JavaScript,3941
422274596,hpcaitech/ColossalAI,Python,10260
577116112,PlexPt/awesome-chatgpt-prompts-zh,,8009
552661142,hwchase17/langchain,Python,4371
436297812,usememos/memos,TypeScript,4701
440079558,alibaba/lowcode-engine,TypeScript,1469
541269386,ggerganov/whisper.cpp,C,3960
392603437,NAStool/nas-tools,Python,1165
307213173,openai/openai-python,Python,3021
522158088,zhayujie/chatgpt-on-wechat,Python,3115
586265895,mrsked/mrsk,Ruby,2841
573759422,qunash/chatgpt-advanced,TypeScript,1261
599662622,acheong08/EdgeGPT,Python,1735
586141825,waylaidwanderer/node-chatgpt-api,JavaScript,1019
591782276,jaymody/picoGPT,Python,1413
295598569,TheoKanning/openai-java,Java,827
591430510,MortezaBashsiz/CFScanner,C#,452
