id,name,lang,new stars
21540759,avelino/awesome-go,Go,96
6838921,prometheus/prometheus,Go,21
41986369,pingcap/tidb,Go,10
17728164,hashicorp/terraform,Go,10
16563587,cockroachdb/cockroach,Go,131
97533102,halfrost/LeetCode-Go,Go,29
12080551,tsenart/vegeta,Go,10
234231371,gofiber/fiber,Go,27
165041732,go-kratos/kratos,Go,102
16554739,elastic/beats,Go,4
31558937,gravitational/teleport,Go,9
109162639,thanos-io/thanos,Go,8
201658460,geektutu/7days-golang,Go,15
18906266,shirou/gopsutil,Go,4
66156850,TheAlgorithms/Go,Go,20
80134675,containers/buildah,Go,6
246903803,earthly/earthly,Go,256
173785481,aquasecurity/tfsec,Go,44
220186120,codenotary/immudb,Go,18
193681111,filecoin-project/lotus,Go,4
335952417,sigstore/cosign,Go,6
281765424,microsoft/CBL-Mariner,Go,76
384722773,Supercycled/cake_sniper,Go,145
277661181,kool-dev/kool,Go,19
384451028,cloudwego/kitex,Go,40
